id,aula_id,tipo,descricao,created_at,updated_at
ec55157d-56fa-497f-b900-5acc424876da,2b58068f-1294-44e2-b9b9-365ef995372d,alpha,"Atividade App/Desafio Alpha — Escrever/fotografar/filmar leitura rítmica criada, enviar pelo app, comentar em outro. Sugestão de app de leitura.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
efdfc363-9e9d-4b17-9f93-aab4918cd3be,c368b564-6704-4c95-9d82-b2672babead5,principal,"Atividade Principal — Explicação de acordes maiores/menores; demonstração em violão/teclado. Exercício coletivo: cada grupo toca uma progressão simples. Rodízio de papéis: acompanhamento, ritmo, melodia. Desafio: manter harmonia enquanto outro improvisa melodia.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f1403735-eab0-47a8-88c8-4bd4baca3d2a,0beed730-fa51-467d-9805-9415149ba916,abertura,Abertura/Integração — Breve devocional musical. Conversa: qual música gospel/louvor marcou a sua vida? Compartilhamento de experiências pessoais.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f2da96ff-c8ce-4f83-a694-6deea51dff0b,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,abertura,"Abertura/Integração — Aquecimento corporal com palmas, estalos, batidas. Jogo Quem começa? Um aluno inicia ritmo, grupo imita. Conversa: como jogos ajudam escuta e grupo?",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f3b3896e-ef8b-4545-b1e2-c8ba1d9e0fba,14e59217-40f5-4163-b724-e911314d213a,alpha,"Atividade App/Desafio Alpha — Cada grupo deve postar no app um registro (áudio/vídeo) da música criada, com título escolhido pelo grupo. Todos devem comentar em ao menos 1 música de outro grupo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f46bb895-7d5d-488b-864a-450157791768,d5291adc-06b1-47d7-ba66-1735ec3c3a24,alpha,"Atividade App/Desafio Alpha — Criar e postar no app um padrão rítmico em vídeo ou foto, comentar em outro. Professor sugere jogos/apps musicais.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f511802e-29fb-4c8d-bfcf-5db94e289e14,c23b8c68-a284-4c6d-82c8-8f54d00b3e00,abertura,"Abertura/Integração — Roda de escuta: o professor executa sequências de sons usando objetos simples (chave, garrafa, papel, caneta). Pergunta ao grupo: Quem consegue identificar todos? Onde você ouve esses sons no seu dia a dia? Debate breve sobre música no cotidiano.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f80a99fd-bcfe-4630-9b48-b957b785a712,59d864ba-84ca-47e1-b31d-b5819021a986,alpha,"Atividade App/Desafio Alpha — No app, cada aluno deve postar um resumo da própria experiência na roda Alpha, destacando um ponto de evolução pessoal e um objetivo para a apresentação final.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
fa7a9b5a-c358-4593-9fb0-6bce86ce8dc4,14e59217-40f5-4163-b724-e911314d213a,abertura,Abertura/Integração — Dinâmica rápida de improviso: cada aluno cria uma frase rítmica ou melódica curta. Conversa sobre o que é compor: juntar ideias em algo maior.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
fbb5481b-c78f-435b-87d2-bdb5da8bf5ee,d5414bcb-4d76-4cb0-bf0a-8f166cca5b47,abertura,Abertura/Integração — Roda de conversa: Como foi praticar em casa? Alguma dificuldade? Recapitulação da postura e empunhadura com demonstração de colega. Alongamento/relaxamento corporal.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
fc70a219-5606-4a9a-9981-d1c7fb9f479f,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,abertura,Abertura/Integração — Breve devocional de motivação e foco coletivo. Reflexão: importância da disciplina e união para apresentações.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
fefbb06d-e911-4ec7-a562-b829c989f765,923053d3-e54a-4698-9517-a46397c0584c,principal,"Atividade Principal — Divisão da turma em grupos: cada grupo escolhe uma música pop ou de TikTok e cria um arranjo coletivo. Uso de voz, instrumentos ou batidas digitais. Compartilhamento em roda: cada grupo apresenta sua versão.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
